run_id,benchmark,arch,condition,lambda_val,epsilon_noise,epsilon_crit,seed_idx,global_seed,final_id_acc,final_ood_acc,escaped,status
pairing_noise_eps_0.20_s23,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,23,973,94.15,96.38,True,PASS
pairing_noise_eps_0.20_s24,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,24,1015,94.89,98.67,True,PASS
pairing_noise_eps_0.20_s25,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,25,1057,94.57,94.98,True,PASS
pairing_noise_eps_0.20_s26,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,26,1099,93.6,98.02,True,PASS
pairing_noise_eps_0.20_s27,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,27,1141,93.58,95.94,True,PASS
pairing_noise_eps_0.20_s28,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,28,1183,93.4,96.56,True,PASS
pairing_noise_eps_0.20_s29,hbar,transformer_2l,pairing_noise_sweep,0.05,0.2,0.5,29,1225,94.34,96.49,True,PASS
pairing_noise_eps_0.30_s0,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,0,7,94.59,93.09,True,PASS
pairing_noise_eps_0.30_s1,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,1,49,93.32,95.08,True,PASS
pairing_noise_eps_0.30_s2,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,2,91,95.02,94.2,True,PASS
pairing_noise_eps_0.30_s3,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,3,133,94.55,95.73,True,PASS
pairing_noise_eps_0.30_s4,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,4,175,95.78,97.14,True,PASS
pairing_noise_eps_0.30_s5,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,5,217,94.97,92.52,True,PASS
pairing_noise_eps_0.30_s6,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,6,259,93.34,96.44,True,PASS
pairing_noise_eps_0.30_s7,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,7,301,94.27,93.77,True,PASS
pairing_noise_eps_0.30_s8,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,8,343,93.41,95.59,True,PASS
pairing_noise_eps_0.30_s9,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,9,385,96.01,96.28,True,PASS
pairing_noise_eps_0.30_s10,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,10,427,94.85,95.6,True,PASS
pairing_noise_eps_0.30_s11,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,11,469,94.46,95.94,True,PASS
pairing_noise_eps_0.30_s12,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,12,511,93.36,93.05,True,PASS
pairing_noise_eps_0.30_s13,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,13,553,92.96,93.76,True,PASS
pairing_noise_eps_0.30_s14,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,14,595,95.25,94.85,True,PASS
pairing_noise_eps_0.30_s15,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,15,637,94.16,93.96,True,PASS
pairing_noise_eps_0.30_s16,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,16,679,92.82,97.6,True,PASS
pairing_noise_eps_0.30_s17,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,17,721,94.67,93.86,True,PASS
pairing_noise_eps_0.30_s18,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,18,763,92.68,98.04,True,PASS
pairing_noise_eps_0.30_s19,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,19,805,95.19,94.84,True,PASS
pairing_noise_eps_0.30_s20,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,20,847,94.5,94.27,True,PASS
pairing_noise_eps_0.30_s21,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,21,889,93.71,94.4,True,PASS
pairing_noise_eps_0.30_s22,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,22,931,93.27,93.9,True,PASS
pairing_noise_eps_0.30_s23,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,23,973,93.87,94.0,True,PASS
pairing_noise_eps_0.30_s24,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,24,1015,94.53,94.56,True,PASS
pairing_noise_eps_0.30_s25,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,25,1057,93.69,95.59,True,PASS
pairing_noise_eps_0.30_s26,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,26,1099,94.61,96.8,True,PASS
pairing_noise_eps_0.30_s27,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,27,1141,94.1,96.36,True,PASS
pairing_noise_eps_0.30_s28,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,28,1183,93.56,96.26,True,PASS
pairing_noise_eps_0.30_s29,hbar,transformer_2l,pairing_noise_sweep,0.05,0.3,0.5,29,1225,92.32,95.23,True,PASS
pairing_noise_eps_0.40_s0,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,0,7,93.97,90.17,True,PASS
pairing_noise_eps_0.40_s1,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,1,49,94.65,91.67,True,PASS
pairing_noise_eps_0.40_s2,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,2,91,95.21,93.41,True,PASS
pairing_noise_eps_0.40_s3,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,3,133,95.09,87.61,True,PASS
pairing_noise_eps_0.40_s4,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,4,175,94.38,91.08,True,PASS
pairing_noise_eps_0.40_s5,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,5,217,94.26,88.94,True,PASS
pairing_noise_eps_0.40_s6,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,6,259,95.5,94.49,True,PASS
pairing_noise_eps_0.40_s7,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,7,301,95.03,91.45,True,PASS
pairing_noise_eps_0.40_s8,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,8,343,94.3,94.64,True,PASS
pairing_noise_eps_0.40_s9,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,9,385,94.15,92.99,True,PASS
pairing_noise_eps_0.40_s10,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,10,427,93.21,91.64,True,PASS
pairing_noise_eps_0.40_s11,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,11,469,93.71,98.45,True,PASS
pairing_noise_eps_0.40_s12,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,12,511,93.91,91.19,True,PASS
pairing_noise_eps_0.40_s13,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,13,553,93.95,91.28,True,PASS
pairing_noise_eps_0.40_s14,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,14,595,93.71,92.6,True,PASS
pairing_noise_eps_0.40_s15,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,15,637,94.71,89.65,True,PASS
pairing_noise_eps_0.40_s16,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,16,679,93.97,89.15,True,PASS
pairing_noise_eps_0.40_s17,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,17,721,94.8,93.34,True,PASS
pairing_noise_eps_0.40_s18,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,18,763,94.37,88.91,True,PASS
pairing_noise_eps_0.40_s19,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,19,805,93.65,96.02,True,PASS
pairing_noise_eps_0.40_s20,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,20,847,95.2,91.56,True,PASS
pairing_noise_eps_0.40_s21,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,21,889,95.82,91.46,True,PASS
pairing_noise_eps_0.40_s22,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,22,931,93.43,93.93,True,PASS
pairing_noise_eps_0.40_s23,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,23,973,94.14,89.15,True,PASS
pairing_noise_eps_0.40_s24,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,24,1015,93.01,90.65,True,PASS
pairing_noise_eps_0.40_s25,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,25,1057,93.5,95.61,True,PASS
pairing_noise_eps_0.40_s26,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,26,1099,93.47,94.87,True,PASS
pairing_noise_eps_0.40_s27,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,27,1141,93.73,97.94,True,PASS
pairing_noise_eps_0.40_s28,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,28,1183,93.83,92.69,True,PASS
pairing_noise_eps_0.40_s29,hbar,transformer_2l,pairing_noise_sweep,0.05,0.4,0.5,29,1225,94.27,89.98,True,PASS
pairing_noise_eps_0.50_s0,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,0,7,93.24,82.67,True,PASS
pairing_noise_eps_0.50_s1,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,1,49,94.22,85.71,True,PASS
pairing_noise_eps_0.50_s2,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,2,91,93.96,88.63,True,PASS
pairing_noise_eps_0.50_s3,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,3,133,93.48,96.19,True,PASS
pairing_noise_eps_0.50_s4,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,4,175,94.81,90.23,True,PASS
pairing_noise_eps_0.50_s5,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,5,217,94.01,91.49,True,PASS
pairing_noise_eps_0.50_s6,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,6,259,94.08,87.49,True,PASS
pairing_noise_eps_0.50_s7,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,7,301,94.5,84.69,True,PASS
pairing_noise_eps_0.50_s8,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,8,343,93.3,95.37,True,PASS
pairing_noise_eps_0.50_s9,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,9,385,94.86,90.65,True,PASS
pairing_noise_eps_0.50_s10,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,10,427,93.3,98.53,True,PASS
pairing_noise_eps_0.50_s11,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,11,469,94.06,82.97,True,PASS
pairing_noise_eps_0.50_s12,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,12,511,94.74,92.85,True,PASS
pairing_noise_eps_0.50_s13,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,13,553,95.24,94.09,True,PASS
pairing_noise_eps_0.50_s14,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,14,595,94.72,84.33,True,PASS
pairing_noise_eps_0.50_s15,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,15,637,93.91,94.63,True,PASS
pairing_noise_eps_0.50_s16,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,16,679,94.66,94.75,True,PASS
pairing_noise_eps_0.50_s17,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,17,721,95.03,90.0,True,PASS
pairing_noise_eps_0.50_s18,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,18,763,93.7,99.31,True,PASS
pairing_noise_eps_0.50_s19,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,19,805,92.95,86.12,True,PASS
