run_id,benchmark,split,arch,tier,lambda_val,lambda_regime,seed_idx,global_seed,final_id_acc,final_ood_acc,escaped,mean_whitened_gca,top_hessian_eig,status
dense_grid_hbar_lam_0.000_s13,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,13,553,93.0594,42.4462,False,0.001,2.9086727451199775e-05,PASS
dense_grid_hbar_lam_0.000_s14,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,14,595,94.6578,59.2265,False,0.001,3.195025791208671e-05,PASS
dense_grid_hbar_lam_0.000_s15,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,15,637,91.0893,53.8309,False,0.001,2.84890655211698e-05,PASS
dense_grid_hbar_lam_0.000_s16,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,16,679,95.413,43.1712,False,0.001,3.567346126736933e-06,PASS
dense_grid_hbar_lam_0.000_s17,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,17,721,92.0236,73.5882,False,0.001,2.741673972701345e-05,PASS
dense_grid_hbar_lam_0.000_s18,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,18,763,93.6996,55.4943,False,0.001,4.569630980748253e-05,PASS
dense_grid_hbar_lam_0.000_s19,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,19,805,91.5319,57.5001,False,0.001,3.446443394335407e-05,PASS
dense_grid_hbar_lam_0.000_s20,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,20,847,94.2969,36.8849,False,0.001,2.5032640710840916e-05,PASS
dense_grid_hbar_lam_0.000_s21,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,21,889,91.8951,76.0463,False,0.001,1.802707484395477e-05,PASS
dense_grid_hbar_lam_0.000_s22,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,22,931,93.8847,40.8138,False,0.001,2.9530233212702344e-05,PASS
dense_grid_hbar_lam_0.000_s23,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,23,973,94.8757,72.1262,False,0.001,1.864523658574042e-05,PASS
dense_grid_hbar_lam_0.000_s24,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,24,1015,93.903,37.5977,False,0.001,2.0907544744479663e-05,PASS
dense_grid_hbar_lam_0.000_s25,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,25,1057,93.3906,83.7599,True,0.001,3.185829260053895e-05,PASS
dense_grid_hbar_lam_0.000_s26,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,26,1099,92.3864,53.5944,False,0.001,2.3467609154272804e-05,PASS
dense_grid_hbar_lam_0.000_s27,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,27,1141,94.2151,87.6031,True,0.001,3.246323729039992e-05,PASS
dense_grid_hbar_lam_0.000_s28,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,28,1183,92.1733,55.0869,False,0.001,1.597401926946949e-05,PASS
dense_grid_hbar_lam_0.000_s29,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.0,subcritical,29,1225,92.9548,71.4553,False,0.001,1.851031129533401e-05,PASS
dense_grid_hbar_lam_0.010_s0,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,0,7,92.1303,97.0364,True,0.0815,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s1,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,1,49,94.0814,43.716,False,0.0809,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s2,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,2,91,93.5681,48.9036,False,0.0802,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s3,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,3,133,92.6035,98.8388,True,0.0797,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s4,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,4,175,95.2782,51.7528,False,0.078,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s5,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,5,217,93.6646,54.0022,False,0.0801,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s6,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,6,259,93.8075,46.8885,False,0.0836,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s7,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,7,301,94.6569,41.8992,False,0.0792,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s8,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,8,343,92.2407,60.8928,False,0.0829,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s9,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,9,385,95.3756,52.5063,False,0.0799,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s10,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,10,427,92.2573,66.5148,False,0.0791,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s11,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,11,469,93.7623,38.8381,False,0.0797,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s12,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,12,511,95.1305,56.4067,False,0.0806,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s13,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,13,553,96.1362,98.5583,True,0.0812,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s14,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,14,595,95.086,97.2568,True,0.0829,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s15,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,15,637,93.4697,59.5739,False,0.0808,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s16,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,16,679,94.9757,59.7856,False,0.0799,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s17,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,17,721,95.7034,51.3405,False,0.0782,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s18,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,18,763,93.0567,67.891,False,0.0814,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s19,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,19,805,91.543,97.496,True,0.0793,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s20,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,20,847,94.4329,60.3328,False,0.0814,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s21,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,21,889,92.7603,44.8154,False,0.0818,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s22,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,22,931,91.6643,48.8386,False,0.0825,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s23,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,23,973,94.7841,51.1987,False,0.0837,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s24,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,24,1015,93.8829,52.1441,False,0.082,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s25,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,25,1057,94.9917,96.9533,True,0.0781,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s26,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,26,1099,95.2722,56.7243,False,0.0786,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s27,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,27,1141,94.075,59.4447,False,0.0848,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s28,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,28,1183,93.509,54.298,False,0.0844,2.75e-05,PASS
dense_grid_hbar_lam_0.010_s29,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.01,subcritical,29,1225,90.5522,42.4157,False,0.0795,2.75e-05,PASS
dense_grid_hbar_lam_0.015_s0,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,0,7,93.8226,49.919,False,0.0566,3.653690892933422e-05,PASS
dense_grid_hbar_lam_0.015_s1,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,1,49,94.8185,86.5911,True,0.066,2.375166399891287e-05,PASS
dense_grid_hbar_lam_0.015_s2,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,2,91,95.263,100.0,True,0.0529,2.344049038660765e-05,PASS
dense_grid_hbar_lam_0.015_s3,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,3,133,92.6113,100.0,True,0.054,3.26350493301727e-05,PASS
dense_grid_hbar_lam_0.015_s4,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,4,175,93.9202,58.1273,False,0.0615,3.975023218213436e-05,PASS
dense_grid_hbar_lam_0.015_s5,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,5,217,91.2141,46.1284,False,0.0656,2.624363162513056e-05,PASS
dense_grid_hbar_lam_0.015_s6,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,6,259,94.6925,70.2299,False,0.0626,2.5755218763385987e-05,PASS
dense_grid_hbar_lam_0.015_s7,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,7,301,92.0081,58.6167,False,0.0577,2.9342456535612677e-05,PASS
dense_grid_hbar_lam_0.015_s8,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,8,343,95.3329,91.1269,True,0.059,2.150030810422561e-05,PASS
dense_grid_hbar_lam_0.015_s9,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,9,385,93.3815,100.0,True,0.0661,1.5681695421150645e-05,PASS
dense_grid_hbar_lam_0.015_s10,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,10,427,92.021,62.3373,False,0.0496,2.0931017947619505e-05,PASS
dense_grid_hbar_lam_0.015_s11,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,11,469,92.7517,98.9136,True,0.0524,3.133755442101738e-05,PASS
dense_grid_hbar_lam_0.015_s12,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,12,511,93.7158,77.0214,False,0.0575,1.9319958358613943e-05,PASS
dense_grid_hbar_lam_0.015_s13,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,13,553,94.1012,100.0,True,0.055,1.1138209472464274e-05,PASS
dense_grid_hbar_lam_0.015_s14,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,14,595,94.2807,100.0,True,0.0563,2.3414858464791156e-05,PASS
dense_grid_hbar_lam_0.015_s15,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,15,637,94.4282,100.0,True,0.053,2.3994348466382988e-05,PASS
dense_grid_hbar_lam_0.015_s16,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,16,679,93.9508,55.833,False,0.0571,3.852790533449242e-05,PASS
dense_grid_hbar_lam_0.015_s17,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,17,721,94.6429,29.9124,False,0.054,2.724118477417261e-05,PASS
dense_grid_hbar_lam_0.015_s18,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,18,763,95.228,78.3433,False,0.0555,3.727587110463291e-05,PASS
dense_grid_hbar_lam_0.015_s19,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,19,805,94.3783,71.4716,False,0.0563,5.303577868432554e-05,PASS
dense_grid_hbar_lam_0.015_s20,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,20,847,91.8682,56.6743,False,0.0534,3.187415192800847e-05,PASS
dense_grid_hbar_lam_0.015_s21,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,21,889,91.5818,100.0,True,0.0538,3.6605645846987326e-05,PASS
dense_grid_hbar_lam_0.015_s22,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,22,931,93.3625,65.9946,False,0.0546,4.341046577609e-05,PASS
dense_grid_hbar_lam_0.015_s23,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,23,973,94.7246,94.947,True,0.0651,2.0922710900254192e-05,PASS
dense_grid_hbar_lam_0.015_s24,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,24,1015,95.6498,27.7246,False,0.0618,4.654272071270638e-05,PASS
dense_grid_hbar_lam_0.015_s25,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,25,1057,94.8753,100.0,True,0.0519,3.62912905376296e-05,PASS
dense_grid_hbar_lam_0.015_s26,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,26,1099,96.3563,66.6446,False,0.0494,2.7259885104935092e-05,PASS
dense_grid_hbar_lam_0.015_s27,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,27,1141,93.9283,77.9356,False,0.0623,3.255718023733629e-05,PASS
dense_grid_hbar_lam_0.015_s28,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,28,1183,95.5244,43.1968,False,0.0547,2.830731283842515e-05,PASS
dense_grid_hbar_lam_0.015_s29,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.015,boundary,29,1225,92.9828,80.9065,True,0.049,1.78063787830454e-05,PASS
dense_grid_hbar_lam_0.018_s0,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,0,7,95.2153,97.6606,True,0.0545,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s1,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,1,49,94.4853,46.2603,False,0.0553,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s2,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,2,91,95.8785,98.034,True,0.0568,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s3,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,3,133,95.2946,37.8498,False,0.051,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s4,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,4,175,92.8275,49.1063,False,0.0556,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s5,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,5,217,91.7156,53.5656,False,0.055,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s6,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,6,259,96.8722,97.3657,True,0.0497,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s7,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,7,301,95.7676,96.7598,True,0.0549,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s8,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,8,343,92.7967,49.499,False,0.0542,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s9,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,9,385,95.3242,44.8248,False,0.0541,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s10,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,10,427,94.0578,39.8342,False,0.0546,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s11,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,11,469,93.614,46.8919,False,0.0533,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s12,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,12,511,95.3627,98.08,True,0.0555,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s13,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,13,553,95.3966,52.3745,False,0.0581,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s14,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,14,595,93.2352,97.7822,True,0.0553,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s15,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,15,637,93.9376,97.4999,True,0.0533,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s16,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,16,679,90.9251,97.4118,True,0.0576,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s17,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,17,721,92.3805,97.6784,True,0.0544,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s18,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,18,763,91.2023,97.2711,True,0.054,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s19,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,19,805,95.5362,98.3314,True,0.0545,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s20,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,20,847,95.4717,97.9289,True,0.0527,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s21,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,21,889,92.4787,49.5835,False,0.0537,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s22,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,22,931,94.7107,42.9695,False,0.0577,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s23,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,23,973,94.033,97.6506,True,0.0548,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s24,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,24,1015,93.1491,39.5208,False,0.0557,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s25,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,25,1057,93.8277,32.6181,False,0.0566,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s26,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,26,1099,93.2572,98.092,True,0.054,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s27,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,27,1141,95.0332,38.2359,False,0.0529,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s28,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,28,1183,91.9821,48.9366,False,0.0527,2.5e-05,PASS
dense_grid_hbar_lam_0.018_s29,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.018,boundary,29,1225,95.2626,45.5064,False,0.0557,2.5e-05,PASS
dense_grid_hbar_lam_0.020_s0,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,0,7,94.7844,100.0,True,0.05,2.4194436333951357e-05,PASS
dense_grid_hbar_lam_0.020_s1,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,1,49,92.7577,41.8337,False,0.0469,3.259875769761588e-05,PASS
dense_grid_hbar_lam_0.020_s2,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,2,91,92.0972,95.3803,True,0.0499,3.119768616900801e-05,PASS
dense_grid_hbar_lam_0.020_s3,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,3,133,91.8471,53.3751,False,0.0515,2.4687071131883145e-05,PASS
dense_grid_hbar_lam_0.020_s4,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,4,175,98.6053,99.422,True,0.0543,2.7384176642359503e-05,PASS
dense_grid_hbar_lam_0.020_s5,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,5,217,90.2231,93.215,True,0.0547,1.933094960381505e-05,PASS
dense_grid_hbar_lam_0.020_s6,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,6,259,92.7882,99.4008,True,0.0562,2.295146657465113e-05,PASS
dense_grid_hbar_lam_0.020_s7,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,7,301,94.9474,29.5881,False,0.0453,1.5857538468457486e-05,PASS
dense_grid_hbar_lam_0.020_s8,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,8,343,93.6539,96.7877,True,0.0559,1.4305369768067546e-05,PASS
dense_grid_hbar_lam_0.020_s9,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,9,385,94.2734,68.5283,False,0.055,2.297297571383676e-05,PASS
dense_grid_hbar_lam_0.020_s10,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,10,427,93.9021,75.5383,False,0.058,1.7631191870313892e-05,PASS
dense_grid_hbar_lam_0.020_s11,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,11,469,95.1338,64.8673,False,0.0542,2.6681017896640568e-05,PASS
dense_grid_hbar_lam_0.020_s12,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,12,511,92.5192,59.1895,False,0.0503,2.2653023171092627e-05,PASS
dense_grid_hbar_lam_0.020_s13,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,13,553,94.7931,100.0,True,0.0489,2.3177881723471395e-05,PASS
dense_grid_hbar_lam_0.020_s14,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,14,595,94.0896,32.3383,False,0.0545,2.514287357078266e-05,PASS
dense_grid_hbar_lam_0.020_s15,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,15,637,92.9797,44.6156,False,0.0518,2.567559470078237e-05,PASS
dense_grid_hbar_lam_0.020_s16,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,16,679,94.4753,96.2562,True,0.048,2.3367648666285408e-05,PASS
dense_grid_hbar_lam_0.020_s17,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,17,721,94.6471,100.0,True,0.0511,2.1206162198469702e-05,PASS
dense_grid_hbar_lam_0.020_s18,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,18,763,93.1824,86.3136,True,0.0437,2.6731007429079377e-05,PASS
dense_grid_hbar_lam_0.020_s19,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,19,805,93.5253,56.2725,False,0.0578,3.806540468668608e-05,PASS
dense_grid_hbar_lam_0.020_s20,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,20,847,93.5755,56.1052,False,0.0617,3.258485036076139e-05,PASS
dense_grid_hbar_lam_0.020_s21,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,21,889,95.1331,51.6284,False,0.057,3.507882562001404e-05,PASS
dense_grid_hbar_lam_0.020_s22,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,22,931,93.4445,70.9684,False,0.048,3.481394158584775e-05,PASS
dense_grid_hbar_lam_0.020_s23,hbar,split_b_recursion_depth,transformer_2l,tier_1_dense_grid,0.02,boundary,23,973,91.9165,100.0,True,0.0506,3.135894441710218e-05,PASS
