study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db
P1069,P01_2462,Ai value alignment: How we can align artificial intelligence with human values,"Larsen, Benjamin; Dignum, Virginia",2024,,,3,no-doi,,
P1070,P01_2464,Beyond preferences in ai alignment,"Zhi-Xuan, T.; Carroll, M.; Franklin, M.; Ashton, H.",2024,,,3,no-doi,,
P1071,P01_2469,The Value Representation and Ethical Path of AI Value Alignment,"Kunru, Y.",2024,,,3,no-doi,,
P1073,P01_2472,AI alignment through reinforcement learning from human feedback? Contradictions and limitations,"Lindström, Adam Dahlgren; Methnani, Leila; Krause, Lea; Ericson, Petter; de Rituerto de Troya, Íñigo Martínez; Mollo, Dimitri Coelho; Dobbe, Roel",2024,,,3,no-doi,,
P1074,P01_2476,Heterogeneous value alignment evaluation for large language models,"Zhang, Zhaowei; Zhang, Ceyao; Liu, Nian; Qi, Siyuan; Rong, Ziqi; Zhu, Song-Chun; Cui, Shuguang; Yang, Yaodong",2024,,,3,no-doi,,
P1075,P01_2477,What Is AI Alignment?,"Jonker, Alexandra; Gomstyn, Alice",2024,,,3,no-doi,,
P1078,P01_2486,Beyond participation: Towards a community-led approach to value alignment of AI in medicine,"Kellmeyer, P.",2024,,,3,no-doi,,
P1079,P01_2488,Ethical reasoning and moral value alignment of LLMs,"Agarwal, U.; Kumar, T.; Khandelwal, A.; Choudhury, M.",2024,,,3,no-doi,,
P1080,P01_2490,Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-Agent Systems,"Garcia-Bohigues, M.; Cordova, C.; Taverner, J.; Palanca, J.; del Val, E.; Argente, E.",2024,,,3,no-doi,,
P1081,P01_2491,AI value alignment: guiding artificial intelligence towards shared human goals,"Dignum, V.",2024,,,3,no-doi,,
P1082,P01_2492,AI Alignment: A Comprehensive Survey. arXiv Preprint arXiv:2310.19852,"Ji, J.; Qiu, T.; Chen, B.; Zhang, B.; Lou, H.; Wang, K.; Duan, Y.; He, Z.; Zhou, J.; Zhang, Z.",2024,,,3,no-doi,,
P1083,P01_2493,AI alignment: A comprehensive survey,"Ji, J.; Qiu, T.; Chen, B.; Zhang, B.; Lou, H.; Wang, K.; Duan, Y.; He, Z.; Vierling, V.; Hong, D.; Zhou, J.; Zhang, Z.; Zeng, F.; Dai, J.; Pan, X.; Ng, K.Y.; O’Gara, A.; Xu, H.; Tse, B.; Fu, J.; McAleer, S.; Yang, Y.; Wang, Y.; Zhu, S.; Guo, Y.; Gao, W.; Tenenbaum, J.B.",2024,,,3,no-doi,,
P1085,P01_2497,Towards dialogues for joint human-AI reasoning and value alignment [preprint],"Bezou-Vrakatseli, E.; Cocarascu, O.; Modgil, S.",2024,,,3,no-doi,,
P1086,P01_2499,OpenAI’s Moonshot: Solving the AI Alignment Problem,"Strickland, E.",2023,,,3,no-doi,,
P1087,P01_2501,AI Alignment and Social Choice: Fundamental Limitations and Policy Implications,"Mishra, A.",2023,,,3,no-doi,,
P1088,P01_2505,Reform’ AI Alignment with Scott Aaronson,"Aaronson, Scott",2023,,,3,no-doi,,
P1089,P01_2507,A multi-level framework for the AI alignment problem. ArXiv,"Hou, B.L.; Green, B.P.",2023,,,3,no-doi,,
P1090,P01_2508,AI Alignment: A comprehensive survey. arXiv,"Ji, J.; Qiu, T.; Chen, B.; Zhang, B.; Lou, H.; Wang, K.; Duan, Y.; He, Z.; Zhou, J.; Zhang, Z.; Zeng, F.; Ng, K.Y.; Dai, J.; Pan, X.; O'gara, A.; Lei, Y.; Xu, H.; Tse, B.; Fu, J.; McAleer, S.; Yang, Y.; Wang, Y.; Zhu, S.-C.; Guo, Y.; Gao, W.",2023,,,3,no-doi,,
P1092,P01_2510,Evaluating AGI safety mechanisms,"White, L.",2023,,,3,no-doi,,
P1093,P01_2512,When Language Model Meets Human Value: A Survey of Value Alignment in NLP,"Kwon, M.; Kim, C.; Lee, J.; Lee, S.; Lee, K.",2023,,,3,no-doi,,
P1094,P01_2514,Evaluating the Impact of Personalized Value Alignment in Human-Robot Interaction: Insights into Trust and Team Performance Outcomes,"Bhat, S.; Lyons, J.B.; Shi, C.; Yang, X.J.",2023,,,3,no-doi,,
P1097,P01_2517,Deceptive alignment monitoring,"Carranza, A.; Pai, D.; Schaeffer, R.; Tandon, A.; Koyejo, S.",2023,,,3,no-doi,,
P1098,P01_2522,"AI Alignment in the Design of Interactive AI: Specification Alignment, Process Alignment, and Evaluation Support","Terry, Michael; Kulkarni, Chinmay; Wattenberg, Martin; Dixon, Lucas; Morris, Meredith Ringel",2023,,,3,no-doi,,
P1099,P01_2523,Towards best practices in AGI safety and governance,"Schuett, J.; Dreksler, N.; Anderljung, M.; McCaffary, D.; Heim, L.; Bluemke, E.; Garfinkel, B.",2023,,,3,no-doi,,
P1101,P01_2531,What is the AI Alignment Problem and how can it be Solved?,"Gent, Edd",2023,,,3,no-doi,,
P1102,P01_2532,AI for good: the content and practice of value alignment in large AI models,"Guo, Q.; Zhang, J.",2023,,,3,no-doi,,
P1103,P01_2534,Deceptive alignment is <1% likely by default,"Wheaton, D.",2023,,,3,no-doi,,
P1104,P01_2537,Multi-value alignment in normative multi-agent system: Evolutionary optimisation approach,"Riad, M.; Carvalho, V.R.; Golpayegani, F.",2023,,,3,no-doi,,
P1105,P01_2539,Flames: Benchmarking value alignment of chinese large language models,"Huang, Kexin; Liu, Xiangyang; Guo, Qianyu; Sun, Tianxiang; Sun, Jiawei; Wang, Yaru; Zhou, Zeyang; Wang, Yixu; Teng, Yan; Qiu, Xipeng",2023,,,3,no-doi,,
P1106,P01_2541,"Decolonial AI Alignment: Openness, VÍses. a-Dharma, and the Role of Indian Knowledge Systems","Varshney, K.R.",2023,,,3,no-doi,,
P1107,P01_2543,Social value alignment in large language models,"Abbo, Giulio Antonio; Marchesi, Serena; Wykowska, Agnieszka; Belpaeme, Tony",2023,,,3,no-doi,,
P1108,P01_2544,"Bias‑mitigation techniques in AI are methods applied at the data, model, or output stages to detect, measure, and reduce unjustified disparities in system performance across protected or sensitive groups; by embedding fairness constraints and corrective procedures, they encourage value alignment by steering model behavior toward widely held human values and legal norms of nondiscrimination and equal treatment",,2023,,,3,no-doi,,
P1110,P01_2548,Divine Alignment: A Survey-Based Study on How Religion Influences Expectations for AI Alignment,"Yilmaz, M.C.",2023,,,3,no-doi,,
P1111,P01_2555,Foundational Moral Values for AI Alignment,"Hou, B.L.; Green, B.P.",2023,,,3,no-doi,,
P1113,P01_2557,Decision transformer interpretability,"Bloom, Joseph; Colognese, Paul",2023,,,3,no-doi,,
P1114,P01_2566,How does AI alignment influence opinion distribution?,"Santurkar, S.; Hong, L.; Sharma, J.; Madry, A.",2023,,,3,no-doi,,
P1115,P01_2567,AI Alignment in the Design of Interactive AI: Specifcation Alignment,"Terry, M.; Kulkarni, C.; Wattenberg, M.; Dixon, L.; Ringel Morris, M.",2023,,,3,no-doi,,
P1118,P01_2579,"Ai alignment: Why it's hard, and where to start","Amodei, D.; Clark, J.; Krueger, G.; McCandlish, S.; Olsson, C.; Wainwright, C.",2022,,,3,no-doi,,
P1119,P01_2583,AI alignment and the role of human oversight in generative models,"Christiano, Paul",2022,,,3,no-doi,,
P1120,P01_2586,Monitoring for deceptive alignment,"Hubinger, Evan",2022,,,3,no-doi,,
P1121,P01_2587,CIRL Corrigibility is fragile,"Freedman, R.; Gleave, A.",2022,,,3,no-doi,,
P1122,P01_2588,What Should AI Owe To Us? Accountable and Aligned AI Systems via Contractualist AI Alignment,"Zhi-Xuan, T.",2022,,,3,no-doi,,
P1123,P01_2589,Shared interest: Measuring human-AI alignment to identify recurring patterns in model behavior,"Boggust, A. W.; Hoover, B.; Satyanarayan, A.; Strobelt, H.",2022,,,3,no-doi,,
P1124,P01_2593,How AI alignment influences ethical behavior in workplace decision-making,"Shin, D.; Park, Y.J.; Hwang, Y.",2022,,,3,no-doi,,
P1126,P01_2599,Community-in-the-loop: Towards pluralistic value alignment in AI development,"Häußermann, J.J.; Lütge, C.",2022,,,3,no-doi,,
P1128,P01_2607,Unsolved Problems in Machine Learning: A View from AI Alignment,"Hendrycks, D.; Mazeika, M.",2021,,,3,no-doi,,
P1129,P01_2608,Consequentialism & corrigibility,"Byrnes, S.",2021,,,3,no-doi,,
P1130,P01_2609,Artificial Intelligence and Business Ethics: Goal Setting and Value Alignment as Management Concerns,"Krakowski, S.",2021,,,3,no-doi,,
P1131,P01_2610,Value Alignment Verification Proceedings of the 38th International Conference on Machine Learning (ICML),"Brown, D.S.; Schneider, J.; Dragan, A.D.; Niekum, S.",2021,,,3,no-doi,,
P1132,P01_2615,2021 AI alignment literature review and charity comparison,,2021,,,3,no-doi,,
P1134,P01_2618,Why AI alignment could be hard with modern deep learning,"Cotra, Ajeya",2021,,,3,no-doi,,
P1135,P01_2620,Value alignment verification for safe artificial intelligence systems,"Arnold, T.",2021,,,3,no-doi,,
P1136,P01_2628,Draft Report on AI timelines. (Blog) AI Alignment Forum,"Cotra, A.",2020,,,3,no-doi,,
P1137,P01_2629,Towards an empirical investigation of inner alignment,"Hubinger, E.",2020,,,3,no-doi,,
P1139,P01_2634,"AI Alignment, Philosophical Pluralism, and the Relevance of Non-Western Philosophy","Zhi-Xuan, T.",2020,,,3,no-doi,,
P114,P01_0414,Moral Endogeneity in Artificial Intelligence from the Perspective of Moral Development: A Case Study of Large Language Models,"Zhang, Y.; Xu, X.; Gou, H.; Zhang, X.",2026,10.16719/j.cnki.1671-6981.20260103,,3,paywalled,https://doi.org/10.16719/j.cnki.1671-6981.20260103,
P1140,P01_2635,Non-obstruction: A simple concept motivating corrigibility,"Turner, Alexander M.",2020,,,3,no-doi,,
P1142,P01_2637,Distinguishing Definitions of Takeoff. AI Alignment Forum,"Barnett, M.",2020,,,3,no-doi,,
P1143,P01_2639,AGI safety from first principles,"Ngo, R.",2020,,,3,no-doi,,
P1144,P01_2642,Specification gaming: the flip side of AI ingenuity,"Krakovna, Victoria; Uesato, Jonathan; Mikulik, Vladimir; Rahtz, Matthew; Everitt, Tom; Kumar, Ramana; Kenton, Zac; Leike, Jan; Legg, Shane",2020,,,3,no-doi,,
P1146,P01_2648,The problem of value alignment in business decision making: Humans vs. artificial intelligence,"Donaldson, T. J.; Neesham, C.",2020,,,3,no-doi,,
P1147,P01_2650,Business analysis method for constructing business-AI alignment model,"Takeuchi, H.; Yamamoto, s.",2020,,,3,no-doi,,
P1148,P01_2653,Clarifying inner alignment terminology,"Hubinger, Evan",2020,,,3,no-doi,,
P1150,P01_2656,Relaxed adversarial training for inner alignment,"Hubinger, Evan",2019,,,3,no-doi,,
P1152,P01_2658,Corrigibility with utility preservation,"Holtman, K.",2019,,,3,no-doi,,
P1154,P01_2665,Implications of quantum computing for artificial intelligence alignment research,"Sevilla, J.; Moreno, P.",2019,,,3,no-doi,,
P1155,P01_2666,The Challenges of AI Alignment,"Wainwright, M.J.; Eckersley, P",2019,,,3,no-doi,,
P1156,P01_2667,AGI will Drastically Increase Economies of Scale. AI Alignment Forum,"Dai, W.",2019,,,3,no-doi,,
P1157,P01_2668,The Main Sources of AI Risk? AI Alignment Forum,"Kokotajlo, D.; Dai, W.",2019,,,3,no-doi,,
P1158,P01_2672,Specification Gaming Examples in AI - master list: sheet 1,"Krakovna, V.",2019,,,3,no-doi,,
P1159,P01_2674,"On the referendum #31: Project Maven, procurement, lollapalooza results & nuclear/AGI safety","Cummings, D.",2019,,,3,no-doi,,
P116,P01_0417,The Roles of Fairness and Effectiveness in Promoting Legitimacy and Cooperation with Security Robotic Authority,"Ye, X.; Robert, L.P.",2026,10.1145/3757279.3788657,,3,paywalled,https://doi.org/10.1145/3757279.3788657,
P1160,P01_2675,Modeling AGI safety frameworks with causal inuence diagrams,"Everitt, T.; Kumar, R.; Krakovna, V.; Legg, S.",2019,,,3,no-doi,,
P1162,P01_2678,"AI Alignment Problem: ""Human Values"" Idea is Built Upon Many Assumptions","Turchin, A.",2019,,,3,no-doi,,
P1163,P01_2679,Current work in ai alignment,"Christiano, Paul",2019,,,3,no-doi,,
P1164,P01_2681,Mimetic vs anchored value alignment in artificial intelligence,"Kim, T.W.; Hooker, J.; Donaldson, T.",2018,,,3,no-doi,,
P1165,P01_2683,The Limits to Corrigibility,"Armstrong, S.",2018,,,3,no-doi,,
P1166,P01_2684,Cognitive Biases and AI Value Alignment: An Interview with Owain Evans,"Davey, T.",2018,,,3,no-doi,,
P1167,P01_2685,AI Alignment Podcast: Inverse Reinforcement Learning and Inferring Human Preferences with Dylan Hadfield-Menell,"Perry, L.",2018,,,3,no-doi,,
P1168,P01_2687,Legible normativity for AI alignment: The value of silly rules,"Hadfield-Menell, D.; Andrus, M.; Hadfield, G. K.",2018,,,3,no-doi,,
P1169,P01_2688,AI Alignment Podcast: On Becoming a Moral Realist with Peter Singer,"Sinnott-Armstrong, W.",2018,,,3,no-doi,,
P117,P01_0418,Investigating Temperature and Reasoning Effort in AI Alignment with Human Judgment,"Schmidt, L.; Pehlke, M.; Jansen, M.",2026,10.1007/978-3-032-04160-9_18,,3,paywalled,https://doi.org/10.1007/978-3-032-04160-9_18,
P1170,P01_2690,AGI Safety Literature Review,"Everitt, Tom; Lea, Gary; Hutter, Marcus",2018,,,3,no-doi,,
P1171,P01_2691,AI Alignment Podcast: Moral Uncertainty and the Path to AI Alignment with William MacAskill [WWW Document,"Perry, L.",2018,,,3,no-doi,,
P1172,P01_2693,AI alignment.,"Christiano, P.",2018,,,3,no-doi,,
P1173,P01_2695,From value alignment to norm competence: How robots and ai will conform to human society. paper presented at,"Malle, B.F.; Austerweil, J.L.",2018,,,3,no-doi,,
P1174,P01_2696,About AI alignment,"Christiano, Paul",2018,,,3,no-doi,,
P1175,P01_2698,Corrigibility and Trust in the Practices of Science,"Spezio, M.L.",2018,,,3,no-doi,,
P1176,P01_2700,"AI decisions, risk, and ethics: Beyond value alignment","Lin, P.",2018,,,3,no-doi,,
P1178,P01_2709,The AI Alignment Problem Has Already Been Solved(?) Once,,2017,,,3,no-doi,,
P1179,P01_2714,Towards a rigorous science of interpretable machine learning. Specification gaming: the flip side of AI ingenuity,"Doshi-Velez, F.; Kim, B.",2017,,,3,no-doi,,
P1180,P01_2717,"The AI alignment problem: why it is hard, and where to start","Yudkowsky, E.",2016,,,3,no-doi,,
P1181,P01_2718,The AI alignment problem: Why it is hard,"Yudkowsky, E.",2016,,,3,no-doi,,
P1182,P01_2720,Coherent extrapolated volition (alignment target),"Yudkowsky, E.",2016,,,3,no-doi,,
P1183,P01_2722,Corrigibility in AI Systems,"Russell, Stuart; LaVictoire, Patrick",2016,,,3,no-doi,,
P1184,P01_2723,Prosaic AI alignment,"Christiano, P.",2016,,,3,no-doi,,
P1185,P01_2725,"The AI Alignment Problem: Why It’s Hard, and Where to Start","Yudkowsky, E.",2016,,,3,no-doi,,
P1186,P01_2752,nostalgebraist. Interpreting GPT: The Logit Lens; 2020. AI Alignment Forum/LessWrong blog post,,,,,3,no-doi,,
P1187,P01_2755,Against the Manhattan project framing of AI alignment,"Friederich, S.; Dung, L.",,,,3,no-doi,,
P1188,P01_2757,"On the interplay of human-AI alignment, fairness, and performance trade-offs in medical imaging","ortanges, R.B.; Reyes, M.",,,,3,no-doi,,
P1189,P01_2758,"Responsibility gaps, value alignment, and meaningful human control over artificial intelligence","Nyholm, S.",,,,3,no-doi,,
P1190,P01_2760,A note on philosophical investigations into AI alignment: A wittgensteinean framework,,,,,3,no-doi,,
P1191,P01_2762,AI Alignment vs.,"Bradley, A.",,,,3,no-doi,,
P1192,P01_2763,Legal reflection and path selection of Generative AI value alignment[ J],"Fan, J X; Chen, Y.",,,,3,no-doi,,
P1193,P01_2765,"Value Alignment, Fair Play, and the Rights of Service Robots","Estrada, D.",,,,3,no-doi,,
P1194,P01_2766,A Comparative study of value alignment in generative artificial intelligence: Experiments on the top Ten international news from 2012 to 2023 [ J],"Hu, Z R; Yan, J Q.",,,,3,no-doi,,
P1195,P01_2767,Ethical challenges in AI value alignment and pathways to mitigation[ J],"Yuan, X L.",,,,3,no-doi,,
P1199,P01_2772,ICLR 2025 Workshop on Bidirectional Human-AI Alignment,"Shen, Hua; Ma, Ziqiao; Ghosh, Reshmi; Knearem, Tiffany; Liu, Michael Xieyang; Wu, Tongshuang; Monroy-Hernández, Andrés; Yang, Diyi; Bosselut, Antoine; Huang, Furong",,,,3,no-doi,,
P120,P01_0425,Automatic Construction Method for Ideological and Political Teaching Cases Based on Educational Large Models Enhanced by Chain-of-Thought Reasoning,"Han, C.",2026,10.1145/3802133.3802212,,3,paywalled,https://doi.org/10.1145/3802133.3802212,
P121,P01_0426,Toward a relational paradigm for AI safety: relational synchrony in the heart-inspired dual-layer architecture (HIDLA),"Ono, M.",2026,10.1007/s00146-026-03009-6,,3,paywalled,https://doi.org/10.1007/s00146-026-03009-6,
P1210,P01_2786,ARTIFICIAL INTELLIGENCE CALLS FOR INNER ALIGNMENT (AI FOR IA),"Köster, K; Kreppel, AU",2021,,,3,no-doi,,
P1211,P01_2788,Logic in Machine Morality,"Slavkovik, M",2026,,,3,no-doi,,
P1214,P01_2791,"Decolonial AI Alignment: Openness, Visesa-Dharma, and Including Excluded Knowledges","Varshney, KR",2024,,,3,no-doi,,
P122,P01_0428,On the Troubled Relation Between AI Ethics and AI Safety,"Häggström, O.",2026,10.1002/9781394258840.ch20,,3,paywalled,https://doi.org/10.1002/9781394258840.ch20,
P1221,P01_2799,To Mask or to Mirror: Human-AI Alignment in Collective Reasoning,"Qian, C; Parisi, A; Bouleau, C; Tsai, V; Lebreton, M; Dixon, L",2025,,,3,no-doi,,
P1224,P01_2804,Learning Linear Utility Functions From Pairwise Comparison Queries,"Ge, L; Juba, B; Vorobeychik, Y",2025,,,3,no-doi,,
P1226,P01_2807,Multi-Value Alignment for LLMs via Value Decorrelation and Extrapolation,"Xu, HF; Wu, L; Cheng, C; Liu, H",2026,,,3,no-doi,,
P1229,P01_2810,YESciEval: Robust LLM-as-a-Judge for Scientific Question Answering,"D'Souza, J; Giglou, HB; Münch, Q",2025,,,3,no-doi,,
P123,P01_0431,How Aligned are Humans and Large Language Models in Evaluating Computational Thinking Tasks?,"Asgari, M.; Mannila, L.; Strömbäck, F.",2026,10.1007/978-3-032-01222-7_9,,3,paywalled,https://doi.org/10.1007/978-3-032-01222-7_9,
P1231,P01_2812,Visual Adversarial Examples Jailbreak Aligned Large Language Models,"Qi, XY; Huang, KX; Panda, A; Henderson, P; Wang, MD; Mittal, P",2024,,,3,no-doi,,
P1233,P01_2815,Aligning to Social Norms and Values in Interactive Narratives,"Ammanabrolu, P; Jiang, LW; Sap, M; Hajishirzi, H; Choi, YJ",2022,,,3,no-doi,,
P1234,P01_2816,Ethical Decision-making with AI: Value Alignment and the Role of Reasoning,"Khanna, S",2026,,,3,no-doi,,
P1235,P01_2819,Taking Principles Seriously: A Hybrid Approach to Value Alignment in Artificial Intelligence,"Kim, TW; Hooker, J; Donaldson, T",2021,,,3,no-doi,,
P1236,P01_2821,Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights,"Choi, S; Lee, J; Yi, XY; Yao, J; Xie, X; Bak, J",2025,,,3,no-doi,,
P1237,P01_2823,Value FULCRA: Mapping Large Language Models to the Multidimensional Spectrum of Basic Human Values,"Yao, J; Yi, XY; Gong, YF; Wang, XT; Xie, X",2024,,,3,no-doi,,
P1238,P01_2824,"Exploring Multilingual Concepts of Human Values in Large Language Models: Is Value Alignment Consistent, Transferable and Controllable across Languages?","Xu, SY; Dong, WL; Guo, ZS; Wu, XW; Xiong, DY",2024,,,3,no-doi,,
P1240,P01_2826,Scaling Up AI Alignment,"Singh, A",2026,,,3,no-doi,,
P1241,P01_2827,Generalizing Alignment Paradigm of Text-to-Image Generation with Preferences Through f-Divergence Minimization,"Sun, HY; Xia, B; Chang, YZ; Wang, XQ",2025,,,3,no-doi,,
P1243,P01_2829,Back to Basics: Revisiting REINFORCE-Style Optimization for Learning from Human Feedback in LLMs,"Ahmadian, A; Cremer, C; Gallé, M; Fadee, M; Kreutzerl, J; Pietquin, O; Üstün, A; Hooker, S",2024,,,3,no-doi,,
P1244,P01_2831,KorNAT: LLM Alignment Benchmark for Korean Social Values and Common Knowledge,"Lee, J; Kim, M; Kim, S; Kim, J; Won, S; Lee, H; Choi, E",2024,,,3,no-doi,,
P1249,P01_2837,"Leveraging Human Input to Enable Robust, Interactive, and Aligned AI Systems","Brown, DS",2025,,,3,no-doi,,
P1251,P01_2841,Autonomous Policy Explanations for Effective Human-Machine Teaming,"Tabrez, A",2024,,,3,no-doi,,
P1253,P01_2844,High-Dimension Human Value Representation in Large Language Models,"Cahyawijaya, S; Chen, DL; Bang, YJ; Khalatbari, L; Wilie, B; Ji, ZW; Ishii, E; Fung, P",2025,,,3,no-doi,,
P1254,P01_2845,Cultural Learning-Based Culture Adaptation of Language Models,"Liu, CC; Korhonen, A; Gurevych, I",2025,,,3,no-doi,,
P1255,P01_2846,Can Brain Signals Reveal Inner Alignment with Human Languages?,"Han, W; Qiu, JL; Zhu, JC; Xu, MD; Weber, D; Li, B; Zhao, D",2023,,,3,no-doi,,
P1256,P01_2847,"Contractual AI: Toward More Aligned, Transparent, and Robust Dialogue Agents","Bates, CJ; Bose, R; Keeney, RG; Kazakova, VA",2023,,,3,no-doi,,
P1258,P01_2849,Internal Value Alignment in Large Language Models through Controlled Value Vector Activation,"Jin, HR; Li, M; Wang, XT; Xu, ZH; Huang, ML; Jia, YT; Lian, DF",2025,,,3,no-doi,,
P1259,P01_2850,"One fish, two fish, but not the whole sea: Alignment reduces language models' conceptual diversity","Murthy, SK; Ullman, T; Hu, J",2025,,,3,no-doi,,
P1260,P01_2851,BeyondGender: A Multifaceted Bilingual Dataset for Practical Sexism Detection,"Luo, X; Yang, L; Zhang, H; Tu, G; Wang, QL; Ding, KY; Fan, C; Li, J; Xu, RF",2025,,,3,no-doi,,
P1262,P01_2853,Identical Human Preference Alignment Paradigm for Text -to -Image Models,"Sun, HY; Xia, B; Zhao, YF; Chang, YZ; Wang, XQ",2025,,,3,no-doi,,
P1263,P01_2855,Gradient-Adaptive Policy Optimization: Towards Multi-Objective Alignment of Large Language Models,"Li, CG; Zhang, HY; Xu, YK; Xue, HY; Ao, X; He, Q",2025,,,3,no-doi,,
P1265,P01_2857,AI safety: state of the field through quantitative lens,"Juric, M; Sandic, A; Brcic, M",2020,,,3,no-doi,,
P1266,P01_2859,Chat Vector: A Simple Approach to Equip LLMs with Instruction Following and Model Alignment in New Languages,"Huang, SC; Li, PZ; Hsu, YC; Chen, KM; Lin, YT; Hsiao, SK; Tsai, RTH; Lee, HY",2024,,,3,no-doi,,
P1267,P01_2861,Measuring Error Alignment for Decision-Making Systems,"Xu, BX; Bikakis, A; Onah, DFO; Vlachidis, A; Dickens, L",2025,,,3,no-doi,,
P1268,P01_2862,Human-Compatible AI and AI-Powered Science: Insights from AAAI Spring Symposium and Beyond,"Kido, T",2025,,,3,no-doi,,
P132,P01_0448,Cloud Platforms in Transition: AI Agents as Intelligent Intermediaries Disrupting the Traditional Saas Subscription Model,"Khan, S.; Sharma, S.",2026,10.1109/ICCCES62661.2026.11437322,,3,paywalled,https://doi.org/10.1109/ICCCES62661.2026.11437322,
P133,P01_0453,Optimising multi-value alignment: a multi-objective evolutionary strategy for normative multi-agent systems,"Riad, M.; de Carvalho, V.R.; Golpayegani, F.",2025,10.1007/s00521-024-10625-0,,3,paywalled,https://doi.org/10.1007/s00521-024-10625-0,
P137,P01_0467,Culturally-Grounded Multi-dimensional Alignment of LLMs with Chinese Social Values,"Han, L.; Xu, Y.; Qian, Y.",2026,10.1007/978-981-95-8525-0_14,,3,paywalled,https://doi.org/10.1007/978-981-95-8525-0_14,
P141,P01_0474,Preserving the Integrity of Evidence-Based Social Work in the Age of AI: A Proposed Ethical Framework,"Ricciardelli, L.A.; Loy, A.; Bantry-White, E.",2026,10.1080/26408066.2025.2587092,,3,paywalled,https://doi.org/10.1080/26408066.2025.2587092,
P147,P01_0484,Networked Two-Way Communication Channels (NTCC): A Dynamic Semantic Indexing Framework for UI Design and AI Alignment,"Chong, L.",2026,10.1007/978-3-032-13184-3_10,,3,paywalled,https://doi.org/10.1007/978-3-032-13184-3_10,
P149,P01_0487,Beyond Chat: A Design Strategy for Enhancing Alignment Between User Requirements and AI Support in Online Decision-Making,"Zheng, Z.; You, W.; Shao, Y.; Zhou, M.; Zhao, X.; Ye, Y.; Lu, Y.; Zhou, Z.; Sun, L.",2026,10.1080/10447318.2026.2623219,,3,paywalled,https://doi.org/10.1080/10447318.2026.2623219,
P152,P01_0495,An Explainable HCI-Based Decision Support Framework for Human-AI Co-Design,"Zhu, L.; Xie, Y.; Xiang, N.; Chen, G.",2026,10.3390/app16084007,,3,oa-link-failed,https://doi.org/10.3390/app16084007,
P159,P01_0509,Adaptive Quine Structures for Metacognitive Evolution in Large Language Models: A Functional Framework with Gödelian Bounds and Illustrative Applications,"Saghiri, A.M.",2026,10.3390/math14132371,,3,oa-link-failed,https://doi.org/10.3390/math14132371,
P161,P01_0512,VC-Soup: Value-Consistency Guided Multi-Value Alignment for Large Language Models,"Xu, H.; Wu, L.; Wang, Y.; Hou, M.; Wu, H.; Zhang, Z.; Wang, M.",2026,10.1145/3774904.3793058,,3,paywalled,https://doi.org/10.1145/3774904.3793058,
P177,P01_0551,"On the Interplay of Human-AI Alignment, Fairness, and Performance Trade-Offs in Medical Imaging","Luo, H.; Zhou, Z.; Shu, S.Z.; Mortanges, A.P.D.; Berke, R.; Reyes, M.",2026,10.1007/978-3-032-05185-1_41,,3,paywalled,https://doi.org/10.1007/978-3-032-05185-1_41,
P180,P01_0561,Out of time for the version of record: designing living knowledge infrastructure for AI-accelerated scholarship,"AlAhmad, H.",2026,10.1007/s00146-026-03126-2,,3,paywalled,https://doi.org/10.1007/s00146-026-03126-2,
P188,P01_0583,"Managing AI-Powered Cyber Threats, Adversarial Attacks, and Ensuring Ethical AI Alignment with Human Values","Verma, P.K.",2025,10.23940/ijpe.25.12.p1.673685,,3,paywalled,https://doi.org/10.23940/ijpe.25.12.p1.673685,
P192,P01_0593,Enhancing out-of-distribution detection with bilateral distribution score,"Zheng, B.; Lin, Y.; Zhu, Y.; Chen, Q.; Wang, C.",2026,10.1016/j.neunet.2026.108718,,3,paywalled,https://doi.org/10.1016/j.neunet.2026.108718,
P197,P01_0607,Value Alignment and Expertise Drift: Value Differences in Manual Data Annotation Based on BERT Models,"Zhang, Z.; Wang, Z.",2026,10.1007/978-3-032-29900-0_12,,3,paywalled,https://doi.org/10.1007/978-3-032-29900-0_12,
P202,P01_0616,A NOTE ON ETHICS AND PREDICTION,"Boccignone, G.; Lerma, B.M.",2026,10.1422/120417,,3,paywalled,https://doi.org/10.1422/120417,
P203,P01_0617,Evaluating Generative AI as a Triage Tool in Aligned Yet Divergent Investment Decision-Making,"Chen, Y.-H.; Chen, C.-S.",2026,10.4018/IJSWIS.399171,,3,oa-link-failed,https://doi.org/10.4018/IJSWIS.399171,
P209,P01_0635,"From C-3PO to HAL 9000: motivation, agency, and the limits of human control in artificial intelligence","Rodriguez-Espinosa, N.",2026,10.1007/s00146-026-03196-2,,3,paywalled,https://doi.org/10.1007/s00146-026-03196-2,
P215,P01_0641,Why Go Heavy? Rethinking Visual Information Reduction in EEG-to-Image Alignment,"Jo, S.; Ayuso-Muñoz, A.; Jeong, W.; Suk, H.-I.",2026,10.1109/BCI69045.2026.11435051,,3,paywalled,https://doi.org/10.1109/BCI69045.2026.11435051,
P216,P01_0643,Evolution of ESG Investing and Its Inclusion in Behavioral Finance,"Kumar, P.; Sood, K.; Gupta, M.",2026,10.4324/9781003593881-2,,3,paywalled,https://doi.org/10.4324/9781003593881-2,
